Index1,Index2,Active Index,Active,From Centre,From Centre Principal Name,From Product,From Product Principal Name,From Scenario,To Centre,To Centre Principal Name,To Product,To Product Principal Name,To Scenario,Weight,ErrorValidation,ErrorValidationCount
I-0089,L-0003,1.00,1.00,,,,,,MI187219 -SME VICTAS,MI187219,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MI187219 -SME VICTAS"" ValidCode - No Desc",1.00
I-0089,L-0004,1.00,1.00,,,,,,MI187219 -SME VICTAS,MI187219,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,"To Centre: ""MI187219 -SME VICTAS"" ValidCode - No Desc",1.00
I-0090,L-0000,0.00,1.00,MI187224 -SME QLD,MI187224,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MI187224 -SME QLD"" ValidCode - No Desc",1.00
I-0090,L-0001,1.00,1.00,,,,,,075660 - WEF RM QLD,075660,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0090,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0090,L-0003,1.00,1.00,,,,,,MI187224 -SME QLD,MI187224,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MI187224 -SME QLD"" ValidCode - No Desc",1.00
I-0090,L-0004,1.00,1.00,,,,,,MI187224 -SME QLD,MI187224,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,"To Centre: ""MI187224 -SME QLD"" ValidCode - No Desc",1.00
I-0091,L-0000,0.00,1.00,MI187225 -SME WA,MI187225,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MI187225 -SME WA"" ValidCode - No Desc",1.00
I-0091,L-0001,1.00,1.00,,,,,,075690 - WEF RM WA,075690,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0091,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0091,L-0003,1.00,1.00,,,,,,MI187225 -SME WA,MI187225,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MI187225 -SME WA"" ValidCode - No Desc",1.00
I-0091,L-0004,1.00,1.00,,,,,,MI187225 -SME WA,MI187225,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,"To Centre: ""MI187225 -SME WA"" ValidCode - No Desc",1.00
I-0092,L-0000,0.00,1.00,MICBG001 -SME NSWACT STG,MICBG001,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MICBG001 -SME NSWACT STG"" ValidCode - No Desc",1.00
I-0092,L-0001,1.00,1.00,,,,,,075650 - WEF RM NSW,075650,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0092,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0092,L-0003,1.00,1.00,,,,,,MICBG001 -SME NSWACT STG,MICBG001,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MICBG001 -SME NSWACT STG"" ValidCode - No Desc",1.00
I-0092,L-0004,1.00,1.00,,,,,,MICBG001 -SME NSWACT STG,MICBG001,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,"To Centre: ""MICBG001 -SME NSWACT STG"" ValidCode - No Desc",1.00
I-0093,L-0000,0.00,1.00,MIPSOMGR -SME SANT,MIPSOMGR,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MIPSOMGR -SME SANT"" ValidCode - No Desc",1.00
I-0093,L-0001,1.00,1.00,,,,,,075688 - WEF RM SANTAS,075688,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0093,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0093,L-0003,1.00,1.00,,,,,,MIPSOMGR -SME SANT,MIPSOMGR,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MIPSOMGR -SME SANT"" ValidCode - No Desc",1.00
I-0093,L-0004,1.00,1.00,,,,,,MIPSOMGR -SME SANT,MIPSOMGR,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,"To Centre: ""MIPSOMGR -SME SANT"" ValidCode - No Desc",1.00
I-0094,L-0000,0.00,1.00,MI187880 - Micro SME WBC (Parent),MI187880,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0094,L-0001,1.00,1.00,,,,,,075695 - WEF RM ALM Adj ctr,075695,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0094,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0094,L-0003,1.00,1.00,,,,,,MI187880 - Micro SME WBC (Parent),MI187880,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0094,L-0004,1.00,1.00,,,,,,MI187880 - Micro SME WBC (Parent),MI187880,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0095,L-0000,0.00,1.00,841086 - 841086 - SME Micro Expense Centre,841086,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0095,L-0001,1.00,1.00,,,,,,075695 - WEF RM ALM Adj ctr,075695,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0095,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0095,L-0003,1.00,1.00,,,,,,841086 - 841086 - SME Micro Expense Centre,841086,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0095,L-0004,1.00,1.00,,,,,,841086 - 841086 - SME Micro Expense Centre,841086,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0096,L-0000,0.00,1.00,842009 - BOM SME Micro,842009,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0096,L-0001,1.00,1.00,,,,,,075685 - WEF RM VIC,075685,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0096,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0096,L-0003,1.00,1.00,,,,,,842009 - BOM SME Micro,842009,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0096,L-0004,1.00,1.00,,,,,,842009 - BOM SME Micro,842009,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0097,L-0000,0.00,1.00,842010 - BSA SME Micro,842010,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0097,L-0001,1.00,1.00,,,,,,075688 - WEF RM SANTAS,075688,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0097,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0097,L-0003,1.00,1.00,,,,,,842010 - BSA SME Micro,842010,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0097,L-0004,1.00,1.00,,,,,,842010 - BSA SME Micro,842010,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0098,L-0000,0.00,1.00,842205 - QLD SME Micro adj,842205,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0098,L-0001,1.00,1.00,,,,,,075660 - WEF RM QLD,075660,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0098,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0098,L-0003,1.00,1.00,,,,,,842205 - QLD SME Micro adj,842205,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0098,L-0004,1.00,1.00,,,,,,842205 - QLD SME Micro adj,842205,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0099,L-0000,0.00,1.00,842209 - WA SME Micro adj,842209,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0099,L-0001,1.00,1.00,,,,,,075690 - WEF RM WA,075690,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0099,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0099,L-0003,1.00,1.00,,,,,,842209 - WA SME Micro adj,842209,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0099,L-0004,1.00,1.00,,,,,,842209 - WA SME Micro adj,842209,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0100,L-0000,0.00,1.00,843132 - Micro SME SBG_ALM Adj Ctr,843132,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0100,L-0001,1.00,1.00,,,,,,075695 - WEF RM ALM Adj ctr,075695,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0100,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0100,L-0003,1.00,1.00,,,,,,843132 - Micro SME SBG_ALM Adj Ctr,843132,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0100,L-0004,1.00,1.00,,,,,,843132 - Micro SME SBG_ALM Adj Ctr,843132,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0101,L-0000,0.00,1.00,843880 - SME ACT Micro,843880,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0101,L-0001,1.00,1.00,,,,,,075650 - WEF RM NSW,075650,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0101,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0101,L-0003,1.00,1.00,,,,,,843880 - SME ACT Micro,843880,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0101,L-0004,1.00,1.00,,,,,,843880 - SME ACT Micro,843880,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0102,L-0000,0.00,1.00,848702 - SME NSW Micro,848702,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0102,L-0001,1.00,1.00,,,,,,075650 - WEF RM NSW,075650,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0102,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0102,L-0003,1.00,1.00,,,,,,848702 - SME NSW Micro,848702,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0102,L-0004,1.00,1.00,,,,,,848702 - SME NSW Micro,848702,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0103,L-0000,0.00,1.00,MIRB3093 -SME Transactional,MIRB3093,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MIRB3093 -SME Transactional"" ValidCode - No Desc",1.00
I-0103,L-0001,1.00,1.00,,,,,,075695 - WEF RM ALM Adj ctr,075695,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0103,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0103,L-0003,1.00,1.00,,,,,,MIRB3093 -SME Transactional,MIRB3093,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MIRB3093 -SME Transactional"" ValidCode - No Desc",1.00
I-0103,L-0004,1.00,1.00,,,,,,MIRB3093 -SME Transactional,MIRB3093,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,"To Centre: ""MIRB3093 -SME Transactional"" ValidCode - No Desc",1.00
I-0104,L-0000,0.00,1.00,MIRB3139 -SME Specialist,MIRB3139,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MIRB3139 -SME Specialist"" ValidCode - No Desc",1.00
I-0104,L-0001,1.00,1.00,,,,,,075695 - WEF RM ALM Adj ctr,075695,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0104,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0104,L-0003,1.00,1.00,,,,,,MIRB3139 -SME Specialist,MIRB3139,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MIRB3139 -SME Specialist"" ValidCode - No Desc",1.00
I-0104,L-0004,1.00,1.00,,,,,,MIRB3139 -SME Specialist,MIRB3139,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,"To Centre: ""MIRB3139 -SME Specialist"" ValidCode - No Desc",1.00
I-0105,L-0000,0.00,1.00,MICB2075 - WBC AGRI Northern NSW,MICB2075,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0105,L-0001,1.00,1.00,,,,,,076800 - WEF EF 1st Party NSW,076800,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0105,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0105,L-0003,1.00,1.00,,,,,,MICB2075 - WBC AGRI Northern NSW,MICB2075,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0105,L-0004,1.00,1.00,,,,,,MICB2075 - WBC AGRI Northern NSW,MICB2075,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0106,L-0000,0.00,1.00,MICB2636 - WBC AGRI Southern NSW,MICB2636,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0106,L-0001,1.00,1.00,,,,,,076800 - WEF EF 1st Party NSW,076800,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0106,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0106,L-0003,1.00,1.00,,,,,,MICB2636 - WBC AGRI Southern NSW,MICB2636,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0106,L-0004,1.00,1.00,,,,,,MICB2636 - WBC AGRI Southern NSW,MICB2636,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0107,L-0000,0.00,1.00,MICB2865 - WBC AGRI SA/NT,MICB2865,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0107,L-0001,1.00,1.00,,,,,,090130 - WEF EF 1st Party SANTAS,090130,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0107,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0107,L-0003,1.00,1.00,,,,,,MICB2865 - WBC AGRI SA/NT,MICB2865,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0107,L-0004,1.00,1.00,,,,,,MICB2865 - WBC AGRI SA/NT,MICB2865,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0108,L-0000,0.00,1.00,MICB2927 - WBC AGRI Queensland,MICB2927,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0108,L-0001,1.00,1.00,,,,,,090051 - WEF EF 1st Party QLD,090051,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0108,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0108,L-0003,1.00,1.00,,,,,,MICB2927 - WBC AGRI Queensland,MICB2927,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0108,L-0004,1.00,1.00,,,,,,MICB2927 - WBC AGRI Queensland,MICB2927,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0109,L-0000,0.00,1.00,MICB2933 - WBC AGRI Northern VIC,MICB2933,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0109,L-0001,1.00,1.00,,,,,,090052 - WEF EF 1st Party VIC,090052,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0109,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0109,L-0003,1.00,1.00,,,,,,MICB2933 - WBC AGRI Northern VIC,MICB2933,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0109,L-0004,1.00,1.00,,,,,,MICB2933 - WBC AGRI Northern VIC,MICB2933,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0110,L-0000,0.00,1.00,MICB2940 - WBC AGRI WA,MICB2940,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0110,L-0001,1.00,1.00,,,,,,090132 - WEF EF 1st Party WA,090132,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0110,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0110,L-0003,1.00,1.00,,,,,,MICB2940 - WBC AGRI WA,MICB2940,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0110,L-0004,1.00,1.00,,,,,,MICB2940 - WBC AGRI WA,MICB2940,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0111,L-0000,0.00,1.00,MIRB0815 - WBC AGRI VIC / TAS,MIRB0815,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0111,L-0001,1.00,1.00,,,,,,090052 - WEF EF 1st Party VIC,090052,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0111,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0111,L-0003,1.00,1.00,,,,,,MIRB0815 - WBC AGRI VIC / TAS,MIRB0815,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0111,L-0004,1.00,1.00,,,,,,MIRB0815 - WBC AGRI VIC / TAS,MIRB0815,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0112,L-0000,0.00,1.00,MIRB9040 - WBC AGRI HO,MIRB9040,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0112,L-0001,1.00,1.00,,,,,,090145 - WEF EF 1st Party HO,090145,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0112,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0112,L-0003,1.00,1.00,,,,,,MIRB9040 - WBC AGRI HO,MIRB9040,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0112,L-0004,1.00,1.00,,,,,,MIRB9040 - WBC AGRI HO,MIRB9040,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0113,L-0000,0.00,1.00,MISG0292 - SBG AGRI HO,MISG0292,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0113,L-0001,1.00,1.00,,,,,,092518 - STG EF 1st Party HO,092518,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0113,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0113,L-0003,1.00,1.00,,,,,,MISG0292 - SBG AGRI HO,MISG0292,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0113,L-0004,1.00,1.00,,,,,,MISG0292 - SBG AGRI HO,MISG0292,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0114,L-0000,0.00,1.00,MISG0663 - BSA AGRI,MISG0663,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0114,L-0001,1.00,1.00,,,,,,092345 - STG EF 1st Party SANTAS,092345,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0114,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0114,L-0003,1.00,1.00,,,,,,MISG0663 - BSA AGRI,MISG0663,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0114,L-0004,1.00,1.00,,,,,,MISG0663 - BSA AGRI,MISG0663,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0115,L-0000,0.00,1.00,MI731095 - Industry Specialisation,MI731095,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0115,L-0001,1.00,1.00,,,,,,090170 - WEF EF 1st Party ALM adj ctr,090170,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0115,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0115,L-0003,1.00,1.00,,,,,,MI731095 - Industry Specialisation,MI731095,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0115,L-0004,1.00,1.00,,,,,,MI731095 - Industry Specialisation,MI731095,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0116,L-0000,0.00,1.00,MISG0205 - STG CML NSW Property - Bankstown,MISG0205,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0116,L-0001,1.00,1.00,,,,,,092301 - STG EF 1st Party NSW,092301,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0116,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0116,L-0003,1.00,1.00,,,,,,MISG0205 - STG CML NSW Property - Bankstown,MISG0205,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0116,L-0004,1.00,1.00,,,,,,MISG0205 - STG CML NSW Property - Bankstown,MISG0205,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0117,L-0000,0.00,1.00,MISG0639 - SBG CML Property HO,MISG0639,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0117,L-0001,1.00,1.00,,,,,,092518 - STG EF 1st Party HO,092518,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0117,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0117,L-0003,1.00,1.00,,,,,,MISG0639 - SBG CML Property HO,MISG0639,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0117,L-0004,1.00,1.00,,,,,,MISG0639 - SBG CML Property HO,MISG0639,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0118,L-0000,0.00,1.00,MISG0871 - BSA CML Property,MISG0871,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0118,L-0001,1.00,1.00,,,,,,092345 - STG EF 1st Party SANTAS,092345,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0118,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0118,L-0003,1.00,1.00,,,,,,MISG0871 - BSA CML Property,MISG0871,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0118,L-0004,1.00,1.00,,,,,,MISG0871 - BSA CML Property,MISG0871,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0119,L-0000,0.00,1.00,MISG1119 - STG CML NSW Property - Sydney CBD,MISG1119,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0119,L-0001,1.00,1.00,,,,,,092301 - STG EF 1st Party NSW,092301,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0119,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0119,L-0003,1.00,1.00,,,,,,MISG1119 - STG CML NSW Property - Sydney CBD,MISG1119,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
